timestamp;meter;pv;sum
264;-1856;0;-1856
265;-1987;0;-1987
266;-2493;0;-2493
267;-2310;0;-2310
268;-1884;0;-1884
269;-2327;0;-2327
270;-2169;0;-2169
271;-1905;0;-1905
272;-2353;0;-2353
273;-2047;0;-2047
274;-2201;0;-2201
275;-2379;0;-2379
276;-2217;0;-2217
277;-2397;0;-2397
278;-2233;0;-2233
279;-1961;0;-1961
280;-2423;0;-2423
281;-2258;0;-2258
282;-2115;0;-2115
283;-2449;0;-2449
284;-2130;0;-2130
285;-2466;0;-2466
286;-2475;0;-2475
287;-2690;0;-2690
288;-2700;0;-2700
289;-2709;0;-2709
290;-2175;0;-2175
291;-2338;0;-2338
292;-2190;0;-2190
293;-2060;0;-2060
294;-2756;0;-2756
295;-2552;0;-2552
296;-2081;0;-2081
297;-2227;0;-2227
298;-2793;0;-2793
299;-2587;0;-2587
300;-2410;0;-2410
301;-2418;0;-2418
302;-2123;0;-2123
303;-2622;0;-2622
304;-2850;0;-2850
305;-2859;0;-2859
306;-2151;0;-2151
307;-2878;0;-2878
308;-2887;0;-2887
309;-2674;0;-2674
310;-2906;0;-2906
311;-2915;0;-2915
312;-2925;0;-2925
313;-2515;0;-2515
314;-2523;0;-2523
315;-2214;0;-2214
316;-2370;0;-2370
317;-2228;0;-2228
318;-2235;0;-2235
319;-2563;0;-2563
320;-2250;0;-2250
321;-2407;0;-2407
322;-2786;0;-2786
323;-2795;0;-2795
324;-3037;0;-3037
325;-2285;0;-2285
326;-2821;0;-2821
327;-2627;0;-2627
328;-2838;0;-2838
329;-3084;0;-3084
330;-2855;0;-2855
331;-2482;0;-2482
332;-2490;0;-2490
333;-2881;0;-2881
334;-2683;0;-2683
335;-2899;0;-2899
336;-2520;0;-2520
337;-2369;0;-2369
338;-2716;0;-2716
339;-2724;0;-2724
340;-2390;0;-2390
341;-2557;0;-2557
342;-2748;0;-2748
343;-2411;0;-2411
344;-3225;0;-3225
345;-3234;0;-3234
346;-2780;0;-2780
347;-3253;0;-3253
348;-3262;0;-3262
349;-3271;0;-3271
350;-3281;0;-3281
351;-2632;0;-2632
352;-2640;0;-2640
353;-2647;0;-2647
354;-2844;0;-2844
355;-2496;0;-2496
356;-2860;0;-2860
357;-2868;0;-2868
358;-3356;0;-3356
359;-3365;0;-3365
360;-2531;0;-2531
361;-3384;7;-3377
362;-2545;15;-2530
363;-3403;22;-3381
364;-2924;30;-2894
365;-3158;37;-3121
366;-2941;45;-2896
367;-3440;52;-3388
368;-2587;60;-2527
369;-2767;67;-2700
370;-3201;74;-3127
371;-3210;82;-3128
372;-3487;90;-3397
373;-3227;97;-3130
374;-2629;105;-2524
375;-2812;112;-2700
376;-3021;120;-2901
377;-2650;127;-2523
378;-2657;135;-2522
379;-2842;142;-2700
380;-2671;150;-2521
381;-3297;157;-3140
382;-3305;165;-3140
383;-3077;172;-2905
384;-3323;180;-3143
385;-3093;187;-2906
386;-2895;195;-2700
387;-2902;202;-2700
388;-2910;210;-2700
389;-3646;217;-3429
390;-3133;225;-2908
391;-2749;232;-2517
392;-3674;240;-3434
393;-2763;247;-2516
394;-3409;255;-3154
395;-3418;262;-3156
396;-3426;270;-3156
397;-3190;277;-2913
398;-2798;285;-2513
399;-2992;292;-2700
400;-3214;300;-2914
401;-2819;307;-2512
402;-2826;315;-2511
403;-3022;322;-2700
404;-3030;330;-2700
405;-3504;337;-3167
406;-3806;345;-3461
407;-3522;352;-3170
408;-2868;360;-2508
409;-3286;367;-2919
410;-3548;375;-3173
411;-3302;382;-2920
412;-3862;390;-3472
413;-3871;397;-3474
414;-2910;405;-2505
415;-3890;412;-3478
416;-3600;420;-3180
417;-3909;427;-3482
418;-3918;435;-3483
419;-2946;442;-2504
420;-3375;450;-2925
421;-2960;457;-2503
422;-3165;465;-2700
423;-2974;472;-2502
424;-3975;480;-3495
425;-3187;487;-2700
426;-3423;495;-2928
427;-3431;502;-2929
428;-3703;510;-3193
429;-3447;517;-2930
430;-3023;525;-2498
431;-3463;532;-2931
432;-3471;540;-2931
433;-4059;547;-3512
434;-3255;555;-2700
435;-4078;562;-3516
436;-3773;570;-3203
437;-4096;577;-3519
438;-3519;585;-2934
439;-4115;592;-3523
440;-3535;600;-2935
441;-3543;607;-2936
442;-3825;615;-3210
443;-4153;622;-3531
444;-3330;630;-2700
445;-3337;637;-2700
446;-4181;645;-3536
447;-4190;652;-3538
448;-4200;660;-3540
449;-3885;667;-3218
450;-3616;675;-2941
451;-3382;682;-2700
452;-3632;690;-2942
453;-3185;697;-2488
454;-3192;705;-2487
455;-3937;712;-3225
456;-3420;720;-2700
457;-3427;727;-2700
458;-3963;735;-3228
459;-3688;742;-2946
460;-3980;750;-3230
461;-3704;757;-2947
462;-4331;765;-3566
463;-3720;772;-2948
464;-4015;780;-3235
465;-3269;787;-2482
466;-3744;795;-2949
467;-3752;802;-2950
468;-3290;810;-2480
469;-4396;817;-3579
470;-4406;825;-3581
471;-3784;832;-2952
472;-3318;840;-2478
473;-4093;847;-3246
474;-3555;855;-2700
475;-3562;862;-2700
476;-4119;870;-3249
477;-3577;877;-2700
478;-4481;885;-3596
479;-4145;892;-3253
480;-3375;900;-2475
481;-4509;936;-3573
482;-4171;972;-3199
483;-3622;1008;-2614
484;-4188;1045;-3143
485;-3637;1080;-2557
486;-3645;1116;-2529
487;-4214;1152;-3062
488;-3431;1188;-2243
489;-3667;1223;-2444
490;-4593;1259;-3334
491;-3945;1294;-2651
492;-3459;1330;-2129
493;-3961;1365;-2596
494;-4275;1400;-2875
495;-4283;1435;-2848
496;-3985;1470;-2515
497;-4659;1504;-3155
498;-3501;1539;-1962
499;-3508;1574;-1934
500;-3750;1608;-2142
501;-3522;1642;-1880
502;-4344;1677;-2667
503;-4352;1711;-2641
504;-4361;1745;-2616
505;-4370;1779;-2591
506;-3794;1812;-1982
507;-3802;1846;-1956
508;-3810;1880;-1930
509;-4771;1913;-2858
510;-3585;1947;-1638
511;-3832;1980;-1852
512;-3840;2013;-1827
513;-3607;2046;-1561
514;-4818;2079;-2739
515;-3862;2112;-1750
516;-4465;2145;-2320
517;-4154;2178;-1976
518;-4162;2210;-1952
519;-4491;2243;-2248
520;-3656;2275;-1381
521;-4508;2307;-2201
522;-4517;2339;-2178
523;-4525;2371;-2154
524;-4534;2403;-2131
525;-3937;2435;-1502
526;-3698;2467;-1231
527;-4234;2499;-1735
528;-3712;2530;-1182
529;-4577;2562;-2015
530;-4586;2593;-1993
531;-4595;2624;-1971
532;-4987;2655;-2332
533;-4996;2686;-2310
534;-4005;2717;-1288
535;-4629;2748;-1881
536;-4638;2779;-1859
537;-4315;2809;-1506
538;-4035;2840;-1195
539;-3789;2870;-919
540;-4673;2901;-1772
541;-4057;2931;-1126
542;-3810;2961;-849
543;-4363;2991;-1372
544;-4371;3021;-1350
545;-3832;3050;-782
546;-4095;3080;-1015
547;-4733;3110;-1623
548;-5137;3139;-1998
549;-5146;3169;-1977
550;-4419;3198;-1221
551;-3874;3227;-647
552;-4140;3256;-884
553;-4443;3285;-1158
554;-4155;3314;-841
555;-4802;3343;-1459
556;-4811;3371;-1440
557;-5221;3400;-1821
558;-4828;3428;-1400
559;-5240;3456;-1784
560;-4500;3485;-1015
561;-4207;3513;-694
562;-3951;3541;-410
563;-3958;3569;-389
564;-4532;3597;-935
565;-4889;3624;-1265
566;-3979;3652;-327
567;-5315;3679;-1636
568;-3993;3707;-286
569;-4000;3734;-266
570;-5343;3761;-1582
571;-4282;3788;-494
572;-4290;3815;-475
573;-4958;3842;-1116
574;-5381;3869;-1512
575;-5390;3896;-1494
576;-4984;3922;-1062
577;-4636;3949;-687
578;-4064;3975;-89
579;-5428;4001;-1427
580;-5019;4027;-992
581;-5027;4053;-974
582;-5036;4079;-957
583;-4099;4105;6
584;-4692;4131;-561
585;-4387;4157;-230
586;-4708;4182;-526
587;-4716;4208;-508
588;-4134;4233;99
589;-5521;4258;-1263
590;-5105;4283;-822
591;-4155;4308;153
592;-4757;4333;-424
593;-5559;4358;-1201
594;-4773;4383;-390
595;-4781;4407;-374
596;-4789;4432;-357
597;-4797;4456;-341
598;-4204;4480;276
599;-4211;4505;294
600;-5192;4529;-663
601;-4829;4553;-276
602;-4837;4577;-260
603;-5218;4600;-618
604;-4530;4624;94
605;-4253;4648;395
606;-5681;4671;-1010
607;-5690;4694;-996
608;-5700;4718;-982
609;-4567;4741;174
610;-4575;4764;189
611;-5728;4787;-941
612;-4303;4810;507
613;-4597;4832;235
614;-4317;4855;538
615;-4612;4877;265
616;-4620;4900;280
617;-4958;4922;-36
618;-4345;4944;599
619;-4974;4966;-8
620;-4650;4989;339
621;-4657;5010;353
622;-5831;5032;-799
623;-4672;5054;382
624;-4387;5076;689
625;-5408;5097;-311
626;-4401;5118;717
627;-4408;5140;732
628;-5046;5161;115
629;-4717;5182;465
630;-4725;5203;478
631;-4436;5224;788
632;-5925;5245;-680
633;-4450;5265;815
634;-5943;5286;-657
635;-5953;5306;-647
636;-5503;5327;-176
637;-5971;5347;-624
638;-4485;5367;882
639;-4792;5387;595
640;-5538;5407;-131
641;-6009;5427;-582
642;-4514;5446;932
643;-4822;5466;644
644;-6037;5486;-551
645;-5183;5505;322
646;-4845;5524;679
647;-5199;5544;345
648;-5207;5563;356
649;-4867;5582;715
650;-5223;5601;378
651;-5633;5619;-14
652;-4584;5638;1054
653;-5247;5657;410
654;-6131;5675;-456
655;-5263;5694;431
656;-4920;5712;792
657;-4619;5730;1111
658;-6168;5748;-420
659;-4633;5766;1133
660;-5303;5784;481
661;-6196;5802;-394
662;-6206;5819;-387
663;-4972;5837;865
664;-6225;5854;-371
665;-5343;5872;529
666;-5763;5889;126
667;-5002;5906;904
668;-5780;5923;143
669;-6271;5940;-331
670;-4710;5957;1247
671;-5032;5974;942
672;-4725;5990;1265
673;-5408;6007;599
674;-5832;6023;191
675;-5841;6039;198
676;-5070;6056;986
677;-5858;6072;214
678;-6356;6088;-268
679;-6365;6104;-261
680;-4781;6119;1338
681;-4788;6135;1347
682;-5901;6151;250
683;-4802;6166;1364
684;-5919;6182;263
685;-5504;6197;693
686;-5936;6212;276
687;-5152;6227;1075
688;-5953;6242;289
689;-6459;6257;-202
690;-6468;6272;-196
691;-4858;6286;1428
692;-4865;6301;1436
693;-5197;6315;1118
694;-6005;6330;325
695;-4886;6344;1458
696;-4893;6358;1465
697;-6534;6372;-162
698;-4907;6386;1479
699;-6049;6400;351
700;-5250;6414;1164
701;-5633;6427;794
702;-4935;6441;1506
703;-6083;6454;371
704;-6600;6467;-133
705;-5287;6481;1194
706;-5295;6494;1199
707;-5681;6507;826
708;-6637;6520;-117
709;-5697;6532;835
710;-5705;6545;840
711;-6665;6558;-107
712;-5006;6570;1564
713;-5013;6582;1569
714;-6693;6595;-98
715;-5745;6607;862
716;-5034;6619;1585
717;-5761;6631;870
718;-6213;6643;430
719;-6740;6655;-85
720;-5062;6666;1604
721;-6239;6678;439
722;-5076;6689;1613
723;-5422;6700;1278
724;-5817;6712;895
725;-5437;6723;1286
726;-5104;6734;1630
727;-6291;6745;454
728;-5118;6756;1638
729;-5858;6766;908
730;-6317;6777;460
731;-5874;6787;913
732;-6334;6798;464
733;-5890;6808;918
734;-6881;6818;-63
735;-5906;6828;922
736;-5175;6838;1663
737;-6377;6848;471
738;-6918;6858;-60
739;-6395;6868;473
740;-6403;6877;474
741;-5210;6887;1677
742;-6956;6896;-60
743;-5572;6906;1334
744;-6975;6915;-60
745;-6984;6924;-60
746;-5994;6933;939
747;-5252;6942;1690
748;-6473;6950;477
749;-7021;6959;-62
750;-5273;6967;1694
751;-7040;6976;-64
752;-6507;6984;477
753;-5647;6992;1345
754;-7068;7001;-67
755;-6066;7009;943
756;-6075;7017;942
757;-6550;7024;474
758;-6559;7032;473
759;-6568;7040;472
760;-7125;7047;-78
761;-6115;7055;940
762;-5715;7062;1347
763;-6602;7069;467
764;-7162;7076;-86
765;-5737;7083;1346
766;-6155;7090;935
767;-6637;7097;460
768;-6646;7104;458
769;-6654;7110;456
770;-5775;7117;1342
771;-5782;7123;1341
772;-5428;7129;1701
773;-5435;7135;1700
774;-6698;7141;443
775;-5449;7147;1698
776;-7275;7153;-122
777;-6243;7159;916
778;-5835;7165;1330
779;-6741;7170;429
780;-6750;7176;426
781;-6758;7181;423
782;-5498;7186;1688
783;-6775;7191;416
784;-5512;7196;1684
785;-7359;7201;-158
786;-6801;7206;405
787;-6810;7211;401
788;-5540;7215;1675
789;-5547;7220;1673
790;-6348;7224;876
791;-5932;7228;1296
792;-5940;7233;1293
793;-5575;7237;1662
794;-6871;7241;370
795;-6879;7245;366
796;-7462;7248;-214
797;-5977;7252;1275
798;-6905;7256;351
799;-5617;7259;1642
800;-6000;7262;1262
801;-6007;7266;1259
802;-6015;7269;1254
803;-5646;7272;1626
804;-6957;7275;318
805;-7546;7278;-268
806;-5667;7280;1613
807;-6052;7283;1231
808;-7575;7286;-289
809;-6067;7288;1221
810;-7009;7290;281
811;-6516;7293;777
812;-7612;7295;-317
813;-7035;7297;262
814;-6105;7299;1194
815;-5730;7300;1570
816;-6120;7302;1182
817;-6127;7304;1177
818;-7078;7305;227
819;-5758;7307;1549
820;-6150;7308;1158
821;-7104;7309;205
822;-7113;7310;197
823;-6613;7311;698
824;-7130;7312;182
825;-5800;7313;1513
826;-7743;7314;-429
827;-6645;7314;669
828;-6209;7315;1106
829;-6217;7315;1098
830;-5835;7315;1480
831;-6232;7315;1083
832;-7799;7315;-484
833;-6693;7315;622
834;-6255;7315;1060
835;-6709;7315;606
836;-6717;7315;598
837;-7243;7314;71
838;-7856;7313;-543
839;-7865;7313;-552
840;-6750;7312;562
841;-7487;7311;-176
842;-8409;7310;-1099
843;-7462;7309;-153
844;-8381;7308;-1073
845;-8367;7307;-1060
846;-5568;7305;1737
847;-7412;7304;-108
848;-5550;7302;1752
849;-7387;7300;-87
850;-6637;7298;661
851;-7362;7297;-65
852;-5512;7295;1783
853;-8254;7292;-962
854;-6592;7290;698
855;-6581;7288;707
856;-5972;7285;1313
857;-6558;7283;725
858;-7275;7280;5
859;-5446;7277;1831
860;-5931;7275;1344
861;-5428;7272;1844
862;-7225;7269;44
863;-8114;7265;-849
864;-5400;7262;1862
865;-6468;7259;791
866;-6457;7255;798
867;-5371;7252;1881
868;-7150;7248;98
869;-5839;7244;1405
870;-6412;7240;828
871;-8001;7236;-765
872;-5325;7232;1907
873;-7973;7228;-745
874;-7959;7224;-735
875;-5778;7219;1441
876;-5768;7215;1447
877;-7917;7210;-707
878;-5268;7206;1938
879;-7889;7201;-688
880;-7000;7196;196
881;-5717;7191;1474
882;-5231;7186;1955
883;-7832;7180;-652
884;-7818;7175;-643
885;-6243;7170;927
886;-6232;7164;932
887;-5655;7158;1503
888;-7762;7153;-609
889;-6198;7147;949
890;-5625;7141;1516
891;-6862;7135;273
892;-7706;7129;-577
893;-5594;7122;1528
894;-5584;7116;1532
895;-6812;7109;297
896;-7649;7103;-546
897;-6108;7096;988
898;-5081;7089;2008
899;-5532;7083;1551
900;-5062;7076;2014
901;-7579;7068;-511
902;-5502;7061;1559
903;-6041;7054;1013
904;-6700;7047;347
905;-6687;7039;352
906;-5006;7031;2025
907;-6662;7024;362
908;-5985;7016;1031
909;-6637;7008;371
910;-7453;7000;-453
911;-5951;6992;1041
912;-5940;6984;1044
913;-5928;6975;1047
914;-5379;6967;1588
915;-5369;6958;1589
916;-5895;6950;1055
917;-7354;6941;-413
918;-7340;6932;-408
919;-5861;6923;1062
920;-5318;6914;1596
921;-5838;6905;1067
922;-6475;6895;420
923;-7270;6886;-384
924;-4837;6877;2040
925;-5267;6867;1600
926;-7228;6857;-371
927;-6412;6847;435
928;-6400;6838;438
929;-5226;6828;1602
930;-6375;6817;442
931;-6362;6807;445
932;-6350;6797;447
933;-5703;6787;1084
934;-4743;6776;2033
935;-6312;6765;453
936;-5154;6755;1601
937;-4715;6744;2029
938;-5647;6733;1086
939;-4696;6722;2026
940;-5625;6711;1086
941;-4678;6699;2021
942;-5093;6688;1595
943;-5591;6677;1086
944;-6974;6665;-309
945;-6187;6653;466
946;-4631;6642;2011
947;-6932;6630;-302
948;-5031;6618;1587
949;-5523;6606;1083
950;-5512;6594;1082
951;-6112;6581;469
952;-4990;6569;1579
953;-6087;6556;469
954;-4556;6544;1988
955;-4546;6531;1985
956;-5445;6518;1073
957;-6792;6505;-287
958;-4518;6492;1974
959;-6012;6479;467
960;-4909;6466;1557
961;-4898;6453;1555
962;-6721;6439;-282
963;-4471;6426;1955
964;-4462;6412;1950
965;-6679;6399;-280
966;-4847;6385;1538
967;-5912;6371;459
968;-6637;6357;-280
969;-5298;6343;1045
970;-5875;6328;453
971;-6595;6314;-281
972;-4387;6300;1913
973;-6567;6285;-282
974;-4765;6270;1505
975;-4755;6256;1501
976;-4745;6241;1496
977;-5787;6226;439
978;-5775;6211;436
979;-5186;6195;1009
980;-6468;6180;-288
981;-6454;6165;-289
982;-4684;6149;1465
983;-6426;6134;-292
984;-4275;6118;1843
985;-5118;6102;984
986;-5675;6086;411
987;-4632;6070;1438
988;-5650;6054;404
989;-4612;6038;1426
990;-4602;6022;1420
991;-5612;6005;393
992;-4200;5989;1789
993;-5587;5972;385
994;-4561;5955;1394
995;-4171;5938;1767
996;-4995;5922;927
997;-4153;5904;1751
998;-4143;5887;1744
999;-4510;5870;1360
1000;-4950;5853;903
1001;-5487;5835;348
1002;-4479;5818;1339
1003;-5462;5800;338
1004;-6131;5782;-349
1005;-4893;5764;871
1006;-5425;5746;321
1007;-4871;5728;857
1008;-5400;5710;310
1009;-6060;5692;-368
1010;-4397;5673;1276
1011;-6032;5655;-377
1012;-4377;5636;1259
1013;-6004;5618;-386
1014;-5990;5599;-391
1015;-4781;5580;799
1016;-3975;5561;1586
1017;-3965;5542;1577
1018;-4747;5523;776
1019;-4305;5503;1198
1020;-4295;5484;1189
1021;-3928;5464;1536
1022;-5225;5445;220
1023;-4264;5425;1161
1024;-3900;5405;1505
1025;-4244;5385;1141
1026;-5175;5365;190
1027;-4646;5345;699
1028;-4213;5325;1112
1029;-3853;5304;1451
1030;-5125;5284;159
1031;-4182;5263;1081
1032;-5100;5243;143
1033;-3815;5222;1407
1034;-5709;5201;-508
1035;-5695;5180;-515
1036;-3787;5159;1372
1037;-4121;5138;1017
1038;-4522;5116;594
1039;-5639;5095;-544
1040;-4090;5074;984
1041;-4488;5052;564
1042;-4975;5030;55
1043;-4962;5008;46
1044;-5568;4987;-581
1045;-4937;4965;28
1046;-3693;4942;1249
1047;-4019;4920;901
1048;-4410;4898;488
1049;-4887;4875;-12
1050;-4387;4853;466
1051;-5470;4830;-640
1052;-4365;4808;443
1053;-5442;4785;-657
1054;-5428;4762;-666
1055;-3937;4739;802
1056;-5400;4716;-684
1057;-3590;4692;1102
1058;-3906;4669;763
1059;-3896;4645;749
1060;-3562;4622;1060
1061;-3553;4598;1045
1062;-3865;4574;709
1063;-3855;4551;696
1064;-4230;4527;297
1065;-3835;4502;667
1066;-3506;4478;972
1067;-4196;4454;258
1068;-4650;4430;-220
1069;-3478;4405;927
1070;-4625;4380;-245
1071;-4151;4356;205
1072;-4140;4331;191
1073;-4587;4306;-281
1074;-4575;4281;-294
1075;-3421;4256;835
1076;-5118;4231;-887
1077;-4083;4205;122
1078;-3393;4180;787
1079;-4061;4154;93
1080;-4500;4129;-371
1081;-3365;4103;738
1082;-3356;4077;721
1083;-5020;4051;-969
1084;-3640;4025;385
1085;-4992;3999;-993
1086;-3620;3973;353
1087;-4412;3946;-466
1088;-4950;3920;-1030
1089;-4935;3893;-1042
1090;-3937;3867;-70
1091;-3926;3840;-86
1092;-3915;3813;-102
1093;-3548;3786;238
1094;-3892;3759;-133
1095;-3881;3732;-149
1096;-3225;3704;479
1097;-3858;3677;-181
1098;-3847;3649;-198
1099;-3836;3622;-214
1100;-3477;3594;117
1101;-4767;3566;-1201
1102;-4753;3538;-1215
1103;-4739;3510;-1229
1104;-4199;3482;-717
1105;-3768;3454;-314
1106;-3757;3426;-331
1107;-3121;3397;276
1108;-3395;3369;-26
1109;-4137;3340;-797
1110;-3093;3311;218
1111;-4626;3282;-1344
1112;-3354;3253;-101
1113;-3065;3224;159
1114;-4075;3195;-880
1115;-3046;3166;120
1116;-3313;3137;-176
1117;-3633;3107;-526
1118;-3622;3077;-545
1119;-4514;3048;-1466
1120;-3272;3018;-254
1121;-2990;2988;-2
1122;-2981;2958;-23
1123;-4457;2928;-1529
1124;-2962;2898;-64
1125;-4429;2868;-1561
1126;-3211;2837;-374
1127;-4401;2807;-1594
1128;-3900;2776;-1124
1129;-2915;2745;-170
1130;-3170;2714;-456
1131;-2896;2684;-212
1132;-4331;2653;-1678
1133;-4317;2621;-1696
1134;-3129;2590;-539
1135;-4289;2559;-1730
1136;-3109;2527;-582
1137;-2840;2496;-344
1138;-4246;2464;-1782
1139;-3078;2432;-646
1140;-2812;2401;-411
1141;-2803;2369;-434
1142;-3047;2337;-710
1143;-3341;2304;-1037
1144;-2775;2272;-503
1145;-3687;2240;-1447
1146;-3307;2207;-1100
1147;-4120;2175;-1945
1148;-3649;2142;-1507
1149;-4092;2109;-1983
1150;-2965;2076;-889
1151;-3251;2043;-1208
1152;-4049;2010;-2039
1153;-4035;1977;-2058
1154;-4021;1944;-2077
1155;-3562;1910;-1652
1156;-3550;1877;-1673
1157;-2894;1843;-1051
1158;-3525;1809;-1716
1159;-3161;1776;-1385
1160;-2863;1742;-1121
1161;-3138;1708;-1430
1162;-3475;1673;-1802
1163;-2596;1639;-957
1164;-3450;1605;-1845
1165;-3437;1570;-1867
1166;-3082;1536;-1546
1167;-3071;1501;-1570
1168;-3060;1466;-1594
1169;-2540;1432;-1108
1170;-3375;1397;-1978
1171;-3026;1362;-1664
1172;-3768;1326;-2442
1173;-2503;1291;-1212
1174;-2992;1256;-1736
1175;-2484;1220;-1264
1176;-3712;1185;-2527
1177;-2689;1149;-1540
