timestamp;meter;pv;sum
119;-892;0;-892
120;-843;0;-843
121;-972;0;-972
122;-1055;0;-1055
123;-864;0;-864
124;-1162;0;-1162
125;-937;0;-937
126;-1181;0;-1181
127;-892;0;-892
128;-1200;0;-1200
129;-1116;0;-1116
130;-1044;0;-1044
131;-982;0;-982
132;-1142;0;-1142
133;-1150;0;-1150
134;-1076;0;-1076
135;-1084;0;-1084
136;-1092;0;-1092
137;-1027;0;-1027
138;-1035;0;-1035
139;-1116;0;-1116
140;-1125;0;-1125
141;-1057;0;-1057
142;-1141;0;-1141
143;-1237;0;-1237
144;-1157;0;-1157
145;-1019;0;-1019
146;-1263;0;-1263
147;-1378;0;-1378
148;-1189;0;-1189
149;-1289;0;-1289
150;-1406;0;-1406
151;-1213;0;-1213
152;-1140;0;-1140
153;-1434;0;-1434
154;-1443;0;-1443
155;-1341;0;-1341
156;-1350;0;-1350
157;-1261;0;-1261
158;-1367;0;-1367
159;-1490;0;-1490
160;-1500;0;-1500
161;-1393;0;-1393
162;-1301;0;-1301
163;-1410;0;-1410
164;-1419;0;-1419
165;-1325;0;-1325
166;-1167;0;-1167
167;-1445;0;-1445
168;-1181;0;-1181
169;-1584;0;-1584
170;-1366;0;-1366
171;-1603;0;-1603
172;-1612;0;-1612
173;-1216;0;-1216
174;-1505;0;-1505
175;-1514;0;-1514
176;-1237;0;-1237
177;-1659;0;-1659
178;-1540;0;-1540
179;-1549;0;-1549
180;-1350;0;-1350
181;-1272;0;-1272
182;-1462;0;-1462
183;-1715;0;-1715
184;-1724;0;-1724
185;-1600;0;-1600
186;-1307;0;-1307
187;-1402;0;-1402
188;-1410;0;-1410
189;-1417;0;-1417
190;-1781;0;-1781
191;-1790;0;-1790
192;-1800;0;-1800
193;-1447;0;-1447
194;-1558;0;-1558
195;-1687;0;-1687
196;-1469;0;-1469
197;-1385;0;-1385
198;-1713;0;-1713
199;-1492;0;-1492
200;-1607;0;-1607
201;-1615;0;-1615
202;-1420;0;-1420
203;-1522;0;-1522
204;-1912;0;-1912
205;-1647;0;-1647
206;-1545;0;-1545
207;-1791;0;-1791
208;-1671;0;-1671
209;-1808;0;-1808
210;-1687;0;-1687
211;-1483;0;-1483
212;-1490;0;-1490
213;-1711;0;-1711
214;-1605;0;-1605
215;-1860;0;-1860
216;-1518;0;-1518
217;-1525;0;-1525
218;-2043;0;-2043
219;-1539;0;-1539
220;-1546;0;-1546
221;-1912;0;-1912
222;-1783;0;-1783
223;-1929;0;-1929
224;-2100;0;-2100
225;-1947;0;-1947
226;-1589;0;-1589
227;-1824;0;-1824
228;-1710;0;-1710
229;-1610;0;-1610
230;-1724;0;-1724
231;-1624;0;-1624
232;-2175;0;-2175
233;-1872;0;-1872
234;-1755;0;-1755
235;-1652;0;-1652
236;-2042;0;-2042
237;-1777;0;-1777
238;-1912;0;-1912
239;-1920;0;-1920
240;-2076;0;-2076
241;-2085;0;-2085
242;-1815;0;-1815
243;-2102;0;-2102
244;-2287;0;-2287
245;-2296;0;-2296
246;-1976;0;-1976
247;-1852;0;-1852
248;-1992;0;-1992
249;-1867;0;-1867
250;-1757;0;-1757
251;-2172;0;-2172
252;-2180;0;-2180
253;-2371;0;-2371
254;-2198;0;-2198
255;-2390;0;-2390
256;-2057;0;-2057
257;-2224;0;-2224
258;-2073;0;-2073
259;-2081;0;-2081
260;-2437;0;-2437
261;-2446;0;-2446
262;-2456;0;-2456
263;-1849;0;-1849
264;-1979;0;-1979
265;-1987;0;-1987
266;-2301;0;-2301
267;-2503;0;-2503
268;-2319;0;-2319
269;-2161;0;-2161
270;-2025;0;-2025
271;-1905;0;-1905
272;-2040;0;-2040
273;-1919;0;-1919
274;-1926;0;-1926
275;-2578;0;-2578
276;-1940;0;-1940
277;-2596;0;-2596
278;-2606;0;-2606
279;-2615;0;-2615
280;-1968;0;-1968
281;-2107;0;-2107
282;-2266;0;-2266
283;-2653;0;-2653
284;-2662;0;-2662
285;-2003;0;-2003
286;-2298;0;-2298
287;-2306;0;-2306
288;-2160;0;-2160
289;-2167;0;-2167
290;-2718;0;-2718
291;-2518;0;-2518
292;-2190;0;-2190
293;-2354;0;-2354
294;-2756;0;-2756
295;-2370;0;-2370
296;-2561;0;-2561
297;-2227;0;-2227
298;-2394;0;-2394
299;-2803;0;-2803
300;-2410;0;-2410
301;-2257;0;-2257
302;-2426;0;-2426
303;-2622;0;-2622
304;-2280;0;-2280
305;-2450;0;-2450
306;-2151;0;-2151
307;-2656;0;-2656
308;-2474;0;-2474
309;-2317;0;-2317
310;-2491;0;-2491
311;-2499;0;-2499
312;-2925;0;-2925
313;-2708;0;-2708
314;-2943;0;-2943
315;-2953;0;-2953
316;-2962;0;-2962
317;-2377;0;-2377
318;-2751;0;-2751
319;-2563;0;-2563
320;-3000;0;-3000
321;-2579;0;-2579
322;-3018;0;-3018
323;-2271;0;-2271
324;-2430;0;-2430
325;-2611;0;-2611
326;-2292;0;-2292
327;-2452;0;-2452
328;-3075;0;-3075
329;-2313;0;-2313
330;-2855;0;-2855
331;-2659;0;-2659
332;-2667;0;-2667
333;-2497;0;-2497
334;-2683;0;-2683
335;-2355;0;-2355
336;-2907;0;-2907
337;-2708;0;-2708
338;-2535;0;-2535
339;-2383;0;-2383
340;-2550;0;-2550
341;-2557;0;-2557
342;-2748;0;-2748
343;-2968;0;-2968
344;-2976;0;-2976
345;-2985;0;-2985
346;-2432;0;-2432
347;-2439;0;-2439
348;-3262;0;-3262
349;-2804;0;-2804
350;-2625;0;-2625
351;-2632;0;-2632
352;-2828;0;-2828
353;-2836;0;-2836
354;-3318;0;-3318
355;-2852;0;-2852
356;-2670;0;-2670
357;-2868;0;-2868
358;-2517;0;-2517
359;-2524;0;-2524
360;-3115;0;-3115
361;-2707;7;-2700
362;-2715;15;-2700
363;-2916;22;-2894
364;-2924;30;-2894
365;-2737;37;-2700
366;-2573;45;-2528
367;-2949;52;-2897
368;-2957;60;-2897
369;-3193;67;-3126
370;-2973;74;-2899
371;-2981;82;-2899
372;-2989;90;-2899
373;-2622;97;-2525
374;-3236;105;-3131
375;-3245;112;-3133
376;-3021;120;-2901
377;-2650;127;-2523
378;-2835;135;-2700
379;-3045;142;-2903
380;-2850;150;-2700
381;-3061;157;-2904
382;-2685;165;-2520
383;-3077;172;-2905
384;-2880;180;-2700
385;-3609;187;-3422
386;-3101;195;-2906
387;-3109;202;-2907
388;-3117;210;-2907
389;-3366;217;-3149
390;-2925;225;-2700
391;-3383;232;-3151
392;-3392;240;-3152
393;-2947;247;-2700
394;-2770;255;-2515
395;-3174;262;-2912
396;-2784;270;-2514
397;-3721;277;-3444
398;-3444;285;-3159
399;-3740;292;-3448
400;-3750;300;-3450
401;-3759;307;-3452
402;-3015;315;-2700
403;-3022;322;-2700
404;-3496;330;-3166
405;-3796;337;-3459
406;-3513;345;-3168
407;-2861;352;-2509
408;-3825;360;-3465
409;-3286;367;-2919
410;-3294;375;-2919
411;-3556;382;-3174
412;-2896;390;-2506
413;-3574;397;-3177
414;-3881;405;-3476
415;-3890;412;-3478
416;-3899;420;-3479
417;-3608;427;-3181
418;-3918;435;-3483
419;-3625;442;-3183
420;-3937;450;-3487
421;-3946;457;-3489
422;-3651;465;-3186
423;-3965;472;-3493
424;-3669;480;-3189
425;-3187;487;-2700
426;-3423;495;-2928
427;-3695;502;-3193
428;-4012;510;-3502
429;-3016;517;-2499
430;-3225;525;-2700
431;-3729;532;-3197
432;-3738;540;-3198
433;-3044;547;-2497
434;-3755;555;-3200
435;-3764;562;-3202
436;-3773;570;-3203
437;-3511;577;-2934
438;-3519;585;-2934
439;-3292;592;-2700
440;-3535;600;-2935
441;-4134;607;-3527
442;-3315;615;-2700
443;-3833;622;-3211
444;-3567;630;-2937
445;-3128;637;-2491
446;-3583;645;-2938
447;-3868;652;-3216
448;-3600;660;-2940
449;-3885;667;-3218
450;-3616;675;-2941
451;-4228;682;-3546
452;-4237;690;-3547
453;-3640;697;-2943
454;-3192;705;-2487
455;-4265;712;-3553
456;-3420;720;-2700
457;-3954;727;-3227
458;-3680;735;-2945
459;-3972;742;-3230
460;-3696;750;-2946
461;-3989;757;-3232
462;-3998;765;-3233
463;-4006;772;-3234
464;-3728;780;-2948
465;-4024;787;-3237
466;-3276;795;-2481
467;-4041;802;-3239
468;-3510;810;-2700
469;-4058;817;-3241
470;-4067;825;-3242
471;-3311;832;-2479
472;-3540;840;-2700
473;-4434;847;-3587
474;-3555;855;-2700
475;-4110;862;-3248
476;-3824;870;-2954
477;-3577;877;-2700
478;-3360;885;-2475
479;-3849;892;-2957
480;-3600;900;-2700
481;-3607;936;-2671
482;-3873;972;-2901
483;-3396;1008;-2388
484;-3630;1045;-2585
485;-3410;1080;-2330
486;-3905;1116;-2789
487;-3424;1152;-2272
488;-4575;1188;-3387
489;-4584;1223;-3361
490;-4593;1259;-3334
491;-4603;1294;-3309
492;-4257;1330;-2927
493;-3961;1365;-2596
494;-4275;1400;-2875
495;-3977;1435;-2542
496;-4292;1470;-2822
497;-4659;1504;-3155
498;-3501;1539;-1962
499;-4318;1574;-2744
500;-3750;1608;-2142
501;-4025;1642;-2383
502;-3529;1677;-1852
503;-4715;1711;-3004
504;-4725;1745;-2980
505;-3550;1779;-1771
506;-4378;1812;-2566
507;-4074;1846;-2228
508;-4396;1880;-2516
509;-3817;1913;-1904
510;-3585;1947;-1638
511;-3832;1980;-1852
512;-4430;2013;-2417
513;-4809;2046;-2763
514;-4130;2079;-2051
515;-4138;2112;-2026
516;-4146;2145;-2001
517;-4154;2178;-1976
518;-3642;2210;-1432
519;-4170;2243;-1927
520;-4500;2275;-2225
521;-4884;2307;-2577
522;-3670;2339;-1331
523;-4903;2371;-2532
524;-4210;2403;-1807
525;-4218;2435;-1783
526;-4551;2467;-2084
527;-4560;2499;-2061
528;-3712;2530;-1182
529;-3719;2562;-1157
530;-4586;2593;-1993
531;-3982;2624;-1358
532;-3990;2655;-1335
533;-3997;2686;-1311
534;-5006;2717;-2289
535;-4012;2748;-1264
536;-4638;2779;-1859
537;-3775;2809;-966
538;-4655;2840;-1815
539;-4331;2870;-1461
540;-4339;2901;-1438
541;-4681;2931;-1750
542;-4355;2961;-1394
543;-5090;2991;-2099
544;-5100;3021;-2079
545;-5109;3050;-2059
546;-3839;3080;-759
547;-4395;3110;-1285
548;-3853;3139;-714
549;-4411;3169;-1242
550;-4125;3198;-927
551;-4132;3227;-905
552;-5175;3256;-1919
553;-4147;3285;-862
554;-4451;3314;-1137
555;-3902;3343;-559
556;-3909;3371;-538
557;-4820;3400;-1420
558;-4828;3428;-1400
559;-4837;3456;-1381
560;-4200;3485;-715
561;-4508;3513;-995
562;-5268;3541;-1727
563;-4524;3569;-955
564;-3965;3597;-368
565;-5296;3624;-1672
566;-4548;3652;-896
567;-3986;3679;-307
568;-5325;3707;-1618
569;-4267;3734;-533
570;-4007;3761;-246
571;-4588;3788;-800
572;-4596;3815;-781
573;-4958;3842;-1116
574;-4967;3869;-1098
575;-4042;3896;-146
576;-5400;3922;-1478
577;-4993;3949;-1044
578;-4064;3975;-89
579;-5010;4001;-1009
580;-4078;4027;-51
581;-5027;4053;-974
582;-5456;4079;-1377
583;-4372;4105;-267
584;-4380;4131;-249
585;-4113;4157;44
586;-5493;4182;-1311
587;-4402;4208;-194
588;-4410;4233;-177
589;-4141;4258;117
590;-5105;4283;-822
591;-5540;4308;-1232
592;-4162;4333;171
593;-4169;4358;189
594;-5140;4383;-757
595;-4781;4407;-374
596;-5587;4432;-1155
597;-5166;4456;-710
598;-5606;4480;-1126
599;-4813;4505;-308
600;-5625;4529;-1096
601;-4225;4553;328
602;-5209;4577;-632
603;-4522;4600;78
604;-4530;4624;94
605;-4861;4648;-213
606;-4869;4671;-198
607;-4877;4694;-183
608;-5700;4718;-982
609;-4567;4741;174
610;-4289;4764;475
611;-4909;4787;-122
612;-4917;4810;-107
613;-5746;4832;-914
614;-5313;4855;-458
615;-5765;4877;-888
616;-4331;4900;569
617;-5339;4922;-417
618;-4345;4944;599
619;-4352;4966;614
620;-4982;4989;7
621;-4657;5010;353
622;-5382;5032;-350
623;-4672;5054;382
624;-5850;5076;-774
625;-4394;5097;703
626;-4401;5118;717
627;-5878;5140;-738
628;-5434;5161;-273
629;-4422;5182;760
630;-4725;5203;478
631;-5915;5224;-691
632;-5078;5245;167
633;-4747;5265;518
634;-4755;5286;531
635;-5495;5306;-189
636;-5503;5327;-176
637;-5512;5347;-165
638;-5981;5367;-614
639;-5529;5387;-142
640;-5142;5407;265
641;-5150;5427;277
642;-5158;5446;288
643;-5564;5466;-98
644;-4528;5486;958
645;-6046;5505;-541
646;-5191;5524;333
647;-5599;5544;-55
648;-5607;5563;-44
649;-4867;5582;715
650;-5625;5601;-24
651;-5633;5619;-14
652;-5642;5638;-4
653;-5247;5657;410
654;-4905;5675;770
655;-4605;5694;1089
656;-4612;5712;1100
657;-4927;5730;803
658;-5694;5748;54
659;-6178;5766;-412
660;-4950;5784;834
661;-4647;5802;1155
662;-4965;5819;854
663;-4972;5837;865
664;-4668;5854;1186
665;-5343;5872;529
666;-5351;5889;538
667;-6253;5906;-347
668;-6262;5923;-339
669;-5375;5940;565
670;-4710;5957;1247
671;-6290;5974;-316
672;-5815;5990;175
673;-5824;6007;183
674;-5416;6023;607
675;-4746;6039;1293
676;-4753;6056;1303
677;-5858;6072;214
678;-6356;6088;-268
679;-6365;6104;-261
680;-6375;6119;-256
681;-5472;6135;663
682;-5115;6151;1036
683;-6403;6166;-237
684;-5496;6182;686
685;-5927;6197;270
686;-5145;6212;1067
687;-6440;6227;-213
688;-5160;6242;1082
689;-6459;6257;-202
690;-4851;6272;1421
691;-4858;6286;1428
692;-6487;6301;-186
693;-5197;6315;1118
694;-5205;6330;1125
695;-5584;6344;760
696;-4893;6358;1465
697;-6534;6372;-162
698;-5235;6386;1151
699;-4914;6400;1486
700;-6057;6414;357
701;-5633;6427;794
702;-5265;6441;1176
703;-6083;6454;371
704;-4950;6467;1517
705;-5665;6481;816
706;-5673;6494;821
707;-4971;6507;1536
708;-4978;6520;1542
709;-4985;6532;1547
710;-5325;6545;1220
711;-6152;6558;406
712;-6675;6570;-105
713;-5013;6582;1569
714;-6178;6595;417
715;-5362;6607;1245
716;-6196;6619;423
717;-5761;6631;870
718;-5385;6643;1258
719;-5777;6655;878
720;-5062;6666;1604
721;-6239;6678;439
722;-5076;6689;1613
723;-5809;6700;891
724;-6787;6712;-75
725;-5097;6723;1626
726;-6806;6734;-72
727;-5111;6745;1634
728;-5849;6756;907
729;-5467;6766;1299
730;-6317;6777;460
731;-6853;6787;-66
732;-5490;6798;1308
733;-5153;6808;1655
734;-6881;6818;-63
735;-6890;6828;-62
736;-5914;6838;924
737;-6909;6848;-61
738;-6918;6858;-60
739;-6395;6868;473
740;-6403;6877;474
741;-6412;6887;475
742;-6421;6896;475
743;-5970;6906;936
744;-6975;6915;-60
745;-6984;6924;-60
746;-6455;6933;478
747;-6002;6942;940
748;-6010;6950;940
749;-5266;6959;1693
750;-5625;6967;1342
751;-5280;6976;1696
752;-6042;6984;942
753;-5294;6992;1698
754;-7068;7001;-67
755;-6533;7009;476
756;-7087;7017;-70
757;-6083;7024;941
758;-5329;7032;1703
759;-6568;7040;472
760;-5700;7047;1347
761;-5707;7055;1348
762;-6123;7062;939
763;-5722;7069;1347
764;-7162;7076;-86
765;-7171;7083;-88
766;-5745;7090;1345
767;-5392;7097;1705
768;-6646;7104;458
769;-7209;7110;-99
770;-6187;7117;930
771;-5782;7123;1341
772;-5790;7129;1339
773;-6211;7135;924
774;-5805;7141;1336
775;-5449;7147;1698
776;-6715;7153;438
777;-6724;7159;435
778;-5470;7165;1695
779;-5842;7170;1328
780;-5850;7176;1326
781;-5491;7181;1690
782;-5498;7186;1688
783;-6291;7191;900
784;-7349;7196;-153
785;-7359;7201;-158
786;-6801;7206;405
787;-7378;7211;-167
788;-5540;7215;1675
789;-7396;7220;-176
790;-5925;7224;1299
791;-5932;7228;1296
792;-7425;7233;-192
793;-6862;7237;375
794;-7443;7241;-202
795;-6879;7245;366
796;-5970;7248;1278
797;-5977;7252;1275
798;-5610;7256;1646
799;-5992;7259;1267
800;-6000;7262;1262
801;-7509;7266;-243
802;-7518;7269;-249
803;-7528;7272;-256
804;-6957;7275;318
805;-6468;7278;810
806;-6045;7280;1235
807;-5674;7283;1609
808;-5681;7286;1605
809;-6500;7288;788
810;-5695;7290;1595
811;-7018;7293;275
812;-5709;7295;1586
813;-6533;7297;764
814;-7044;7299;255
815;-6549;7300;751
816;-5737;7302;1565
817;-6565;7304;739
818;-6573;7305;732
819;-6142;7307;1165
820;-6589;7308;719
821;-7104;7309;205
822;-7706;7310;-396
823;-7122;7311;189
824;-7130;7312;182
825;-7139;7313;174
826;-7148;7314;166
827;-5814;7314;1500
828;-6209;7315;1106
829;-5828;7315;1487
830;-5835;7315;1480
831;-5842;7315;1473
832;-6239;7315;1076
833;-5857;7315;1458
834;-7217;7315;98
835;-6709;7315;606
836;-7234;7315;81
837;-5885;7314;1429
838;-6285;7313;1028
839;-7260;7313;53
840;-7269;7312;43
841;-6126;7311;1185
842;-6115;7310;1195
843;-8395;7309;-1086
844;-5587;7308;1721
845;-6085;7307;1222
846;-6682;7305;623
847;-5559;7304;1745
848;-8324;7302;-1022
849;-6648;7300;652
850;-7375;7298;-77
851;-5521;7297;1776
852;-8268;7295;-973
853;-5503;7292;1789
854;-8240;7290;-950
855;-5982;7288;1306
856;-7300;7285;-15
857;-7287;7283;-4
858;-5456;7280;1824
859;-5446;7277;1831
860;-6525;7275;750
861;-8142;7272;-870
862;-6502;7269;767
863;-8114;7265;-849
864;-5400;7262;1862
865;-7187;7259;72
866;-6457;7255;798
867;-5860;7252;1392
868;-7150;7248;98
869;-5839;7244;1405
870;-5829;7240;1411
871;-5819;7236;1417
872;-7987;7232;-755
873;-5798;7228;1430
874;-6367;7224;857
875;-6356;7219;863
876;-5287;7215;1928
877;-7037;7210;173
878;-7024;7206;182
879;-7012;7201;189
880;-6300;7196;896
881;-7860;7191;-669
882;-7846;7186;-660
883;-5696;7180;1484
884;-6255;7175;920
885;-7804;7170;-634
886;-6232;7164;932
887;-5655;7158;1503
888;-7762;7153;-609
889;-5635;7147;1512
890;-5156;7141;1985
891;-7720;7135;-585
892;-5137;7129;1992
893;-5594;7122;1528
894;-5118;7116;1998
895;-5109;7109;2000
896;-7649;7103;-546
897;-5090;7096;2006
898;-5081;7089;2008
899;-5532;7083;1551
900;-5062;7076;2014
901;-5053;7068;2015
902;-7565;7061;-504
903;-6041;7054;1013
904;-5025;7047;2022
905;-5471;7039;1568
906;-6007;7031;1024
907;-5996;7024;1028
908;-6650;7016;366
909;-6637;7008;371
910;-7453;7000;-453
911;-5951;6992;1041
912;-7425;6984;-441
913;-5928;6975;1047
914;-5379;6967;1588
915;-4921;6958;2037
916;-5359;6950;1591
917;-5348;6941;1593
918;-5872;6932;1060
919;-6512;6923;411
920;-7312;6914;-398
921;-5838;6905;1067
922;-4856;6895;2039
923;-4846;6886;2040
924;-5805;6877;1072
925;-5267;6867;1600
926;-5782;6857;1075
927;-4809;6847;2038
928;-4800;6838;2038
929;-6387;6828;441
930;-5215;6817;1602
931;-7157;6807;-350
932;-5715;6797;1082
933;-6337;6787;450
934;-4743;6776;2033
935;-5681;6765;1084
936;-6300;6755;455
937;-7073;6744;-329
938;-5647;6733;1086
939;-4696;6722;2026
940;-6250;6711;461
941;-7017;6699;-318
942;-7003;6688;-315
943;-5082;6677;1595
944;-4650;6665;2015
945;-4640;6653;2013
946;-5052;6642;1590
947;-6162;6630;468
948;-4612;6618;2006
949;-6137;6606;469
950;-5512;6594;1082
951;-4584;6581;1997
952;-5490;6569;1079
953;-6087;6556;469
954;-5467;6544;1077
955;-4960;6531;1571
956;-5445;6518;1073
957;-5433;6505;1072
958;-6778;6492;-286
959;-4919;6479;1560
960;-4500;6466;1966
961;-5987;6453;466
962;-6721;6439;-282
963;-4878;6426;1548
964;-6693;6412;-281
965;-5937;6399;462
966;-5925;6385;460
967;-5321;6371;1050
968;-4827;6357;1530
969;-5298;6343;1045
970;-4806;6328;1522
971;-4796;6314;1518
972;-4387;6300;1913
973;-6567;6285;-282
974;-5825;6270;445
975;-5812;6256;444
976;-6524;6241;-283
977;-4735;6226;1491
978;-4331;6211;1880
979;-6482;6195;-287
980;-6468;6180;-288
981;-6454;6165;-289
982;-5725;6149;424
983;-4284;6134;1850
984;-6412;6118;-294
985;-4265;6102;1837
986;-5675;6086;411
987;-6370;6070;-300
988;-5650;6054;404
989;-4228;6038;1810
990;-5062;6022;960
991;-6314;6005;-309
992;-6299;5989;-310
993;-6285;5972;-313
994;-5017;5955;938
995;-5006;5938;932
996;-4162;5922;1760
997;-4153;5904;1751
998;-6215;5887;-328
999;-4510;5870;1360
1000;-4500;5853;1353
1001;-4115;5835;1720
1002;-4479;5818;1339
1003;-6145;5800;-345
1004;-6131;5782;-349
1005;-6117;5764;-353
1006;-4068;5746;1678
1007;-4428;5728;1300
1008;-5400;5710;310
1009;-5387;5692;305
1010;-4397;5673;1276
1011;-5362;5655;293
1012;-6018;5636;-382
1013;-4367;5618;1251
1014;-5324;5599;275
1015;-5976;5580;-396
1016;-5962;5561;-401
1017;-5287;5542;255
1018;-4315;5523;1208
1019;-3946;5503;1557
1020;-4295;5484;1189
1021;-4285;5464;1179
1022;-5878;5445;-433
1023;-4691;5425;734
1024;-3900;5405;1505
1025;-5187;5385;198
1026;-3881;5365;1484
1027;-4646;5345;699
1028;-4213;5325;1112
1029;-3853;5304;1451
1030;-5765;5284;-481
1031;-4601;5263;662
1032;-4590;5243;653
1033;-4162;5222;1060
1034;-5709;5201;-508
1035;-3796;5180;1384
1036;-4545;5159;614
1037;-5037;5138;101
1038;-3768;5116;1348
1039;-4101;5095;994
1040;-4090;5074;984
1041;-4080;5052;972
1042;-4070;5030;960
1043;-4466;5008;542
1044;-3712;4987;1275
1045;-4443;4965;522
1046;-5540;4942;-598
1047;-4421;4920;499
1048;-4900;4898;-2
1049;-5498;4875;-623
1050;-3656;4853;1197
1051;-4862;4830;-32
1052;-3637;4808;1171
1053;-5442;4785;-657
1054;-3618;4762;1144
1055;-4331;4739;408
1056;-4320;4716;396
1057;-4787;4692;-95
1058;-5371;4669;-702
1059;-3571;4645;1074
1060;-3562;4622;1060
1061;-4263;4598;335
1062;-5315;4574;-741
1063;-3855;4551;696
1064;-3845;4527;682
1065;-3835;4502;667
1066;-3506;4478;972
1067;-3496;4454;958
1068;-3487;4430;943
1069;-4637;4405;-232
1070;-3468;4380;912
1071;-3773;4356;583
1072;-4600;4331;-269
1073;-4128;4306;178
1074;-5146;4281;-865
1075;-3732;4256;524
1076;-3722;4231;509
1077;-4537;4205;-332
1078;-4072;4180;108
1079;-4061;4154;93
1080;-5062;4129;-933
1081;-5048;4103;-945
1082;-3356;4077;721
1083;-4016;4051;35
1084;-3337;4025;688
1085;-3630;3999;369
1086;-4425;3973;-452
1087;-4964;3946;-1018
1088;-3600;3920;320
1089;-3948;3893;-55
1090;-3281;3867;586
1091;-3926;3840;-86
1092;-3559;3813;254
1093;-3903;3786;-117
1094;-3892;3759;-133
1095;-4312;3732;-580
1096;-3518;3704;186
1097;-4287;3677;-610
1098;-3847;3649;-198
1099;-3836;3622;-214
1100;-4781;3594;-1187
1101;-3813;3566;-247
1102;-4225;3538;-687
1103;-4739;3510;-1229
1104;-4199;3482;-717
1105;-4710;3454;-1256
1106;-3131;3426;295
1107;-3405;3397;-8
1108;-4150;3369;-781
1109;-3385;3340;-45
1110;-4125;3311;-814
1111;-3701;3282;-419
1112;-3690;3253;-437
1113;-3344;3224;-120
1114;-3334;3195;-139
1115;-3656;3166;-490
1116;-4556;3137;-1419
1117;-3303;3107;-196
1118;-4025;3077;-948
1119;-3009;3048;39
1120;-3600;3018;-582
1121;-3987;2988;-999
1122;-2981;2958;-23
1123;-3962;2928;-1034
1124;-3950;2898;-1052
1125;-3221;2868;-353
1126;-3211;2837;-374
1127;-2934;2807;-127
1128;-2925;2776;-149
1129;-4373;2745;-1628
1130;-3875;2714;-1161
1131;-3862;2684;-1178
1132;-3150;2653;-497
1133;-2878;2621;-257
1134;-4303;2590;-1713
1135;-4289;2559;-1730
1136;-3109;2527;-582
1137;-2840;2496;-344
1138;-3397;2464;-933
1139;-3386;2432;-954
1140;-3375;2401;-974
1141;-4204;2369;-1835
1142;-3725;2337;-1388
1143;-3712;2304;-1408
1144;-2775;2272;-503
1145;-2765;2240;-525
1146;-3307;2207;-1100
1147;-3296;2175;-1121
1148;-3649;2142;-1507
1149;-4092;2109;-1983
1150;-3262;2076;-1186
1151;-3251;2043;-1208
1152;-4049;2010;-2039
1153;-2935;1977;-958
1154;-2925;1944;-981
1155;-3206;1910;-1296
1156;-3993;1877;-2116
1157;-2894;1843;-1051
1158;-3172;1809;-1363
1159;-3161;1776;-1385
1160;-2625;1742;-883
1161;-3923;1708;-2215
1162;-3475;1673;-1802
1163;-3116;1639;-1477
1164;-3105;1605;-1500
1165;-3093;1570;-1523
1166;-2568;1536;-1032
1167;-2559;1501;-1058
1168;-3400;1466;-1934
1169;-3048;1432;-1616
1170;-2761;1397;-1364
1171;-2751;1362;-1389
1172;-2740;1326;-1414
1173;-2503;1291;-1212
1174;-3740;1256;-2484
